,Glaucous Gull,Goéland bourgmestre,Larus hyperboreus,GLGU,1
,Great Black-backed Gull,Goéland marin,Larus marinus,GBBG,1
,Kelp Gull,Goéland dominicain,Larus dominicanus,KEGU,4
,Brown Noddy,Noddi brun,Anous stolidus,BRNO,2
,Black Noddy,Noddi noir,Anous minutus,BLNO,2
,Blue-gray Noddy,Noddi bleu,Anous ceruleus,BGNO,3
,White Tern,Gygis blanche,Gygis alba,WHTT,2
,Sooty Tern,Sterne fuligineuse,Onychoprion fuscatus,SOTE,2
,Gray-backed Tern,Sterne à dos gris,Onychoprion lunatus,GBAT,2
,Bridled Tern,Sterne bridée,Onychoprion anaethetus,BRTE,2
,Aleutian Tern,Sterne des Aléoutiennes,Onychoprion aleuticus,ALTE,2
,Little Tern,Sterne naine,Sternula albifrons,LITE,4
,Least Tern,Petite Sterne,Sternula antillarum,LETE,1
,Large-billed Tern,Sterne à gros bec,Phaetusa simplex,LBTE,5
,Gull-billed Tern,Sterne hansel,Gelochelidon nilotica,GBTE,1
,Caspian Tern,Sterne caspienne,Hydroprogne caspia,CATE,1
,Black Tern,Guifette noire,Chlidonias niger,BLTE,1
,White-winged Tern,Guifette leucoptère,Chlidonias leucopterus,WWTE,4
,Whiskered Tern,Guifette moustac,Chlidonias hybrida,WHST,5
,Roseate Tern,Sterne de Dougall,Sterna dougallii,ROST,2
,Common Tern,Sterne pierregarin,Sterna hirundo,COTE,1
,Arctic Tern,Sterne arctique,Sterna paradisaea,ARTE,1
,Forster's Tern,Sterne de Forster,Sterna forsteri,FOTE,1
,Royal Tern,Sterne royale,Thalasseus maximus,ROYT,1
,Great Crested Tern,Sterne huppée,Thalasseus bergii,GCTE,5
,Sandwich Tern,Sterne caugek,Thalasseus sandvicensis,SATE,1
,Elegant Tern,Sterne élégante,Thalasseus elegans,ELTE,1
,Black Skimmer,Bec-en-ciseaux noir,Rynchops niger,BLSK,1
Tropicbirds (Phaethontidae),,,,,
,White-tailed Tropicbird,Phaéton à bec jaune,Phaethon lepturus,WTTR,2
,Red-billed Tropicbird,Phaéton à bec rouge,Phaethon aethereus,RBTR,3
,Red-tailed Tropicbird,Phaéton à brins rouges,Phaethon rubricauda,RTTR,3
Loons (Gaviidae),,,,,
,Red-throated Loon,Plongeon catmarin,Gavia stellata,RTLO,1
,Arctic Loon,Plongeon arctique,Gavia arctica,ARLO,2
,Pacific Loon,Plongeon du Pacifique,Gavia pacifica,PALO,1
,Common Loon,Plongeon huard,Gavia immer,COLO,1
,Yellow-billed Loon,Plongeon à bec blanc,Gavia adamsii,YBLO,2
Albatrosses (Diomedeidae),,,,,
,Yellow-nosed Albatross,Albatros à nez jaune,Thalassarche chlororhynchos,YNAL,4
,White-capped Albatross,Albatros à cape blanche,Thalassarche cauta,WCAL,4
,Chatham Albatross,Albatros des Chatham,Thalassarche eremita,CHAL,5
,Salvin's Albatross,Albatros de Salvin,Thalassarche salvini,SAAL,5
,Black-browed Albatross,Albatros à sourcils noirs,Thalassarche melanophris,BBAL,4
,Light-mantled Albatross,Albatros fuligineux,Phoebetria palpebrata,LMAL,5
,Wandering Albatross,Albatros hurleur,Diomedea exulans,WAAL,5
,Laysan Albatross,Albatros de Laysan,Phoebastria immutabilis,LAAL,2
,Black-footed Albatross,Albatros à pieds noirs,Phoebastria nigripes,BFAL,1
,Short-tailed Albatross,Albatros à queue courte,Phoebastria albatrus,STAL,3
Southern Storm-Petrels (Oceanitidae),,,,,
,Wilson's Storm-Petrel,Océanite de Wilson,Oceanites oceanicus,WISP,1
,White-faced Storm-Petrel,Océanite frégate,Pelagodroma marina,WFSP,3
,Black-bellied Storm-Petrel,Océanite à ventre noir,Fregetta tropica,BBSP,5
Northern Storm-Petrels (Hydrobatidae),,,,,
,European Storm-Petrel,Océanite tempête,Hydrobates pelagicus,EUSP,4
,Fork-tailed Storm-Petrel,Océanite à queue fourchue,Hydrobates furcatus,FTSP,2
,Ringed Storm-Petrel,Océanite de Hornby,Hydrobates hornbyi,RISP,5
,Swinhoe's Storm-Petrel,Océanite de Swinhoe,Hydrobates monorhis,SSTP,5
,Leach's Storm-Petrel,Océanite cul-blanc,Hydrobates leucorhous,LESP,1
,Townsend's Storm-Petrel,Océanite de Townsend,Hydrobates socorroensis,TOSP,3
,Ashy Storm-Petrel,Océanite cendré,Hydrobates homochroa,ASSP,2
,Band-rumped Storm-Petrel,Océanite de Castro,Hydrobates castro,BSTP,2
,Wedge-rumped Storm-Petrel,Océanite téthys,Hydrobates tethys,WRSP,4
,Black Storm-Petrel,Océanite noir,Hydrobates melania,BLSP,2
,Tristram's Storm-Petrel,Océanite de Tristram,Hydrobates tristrami,TRSP,3
,Least Storm-Petrel,Océanite minute,Hydrobates microsoma,LSTP,3
Shearwaters and Petrels (Procellariidae),,,,,
,Northern Giant-Petrel,Pétrel de Hall,Macronectes halli,NOGP,5
,Northern Fulmar,Fulmar boréal,Fulmarus glacialis,NOFU,1
,Gray-faced Petrel,Pétrel à face grise,Pterodroma gouldi,GFPE,5
,Providence Petrel,Pétrel de Solander,Pterodroma solandri,PRPE,4
,Kermadec Petrel,Pétrel des Kermadec,Pterodroma neglecta,KEPE,4
,Trindade Petrel,Pétrel de Trindade,Pterodroma arminjoniana,TRPE,3
,Herald Petrel,Pétrel du Herald,Pterodroma heraldica,HEPE,4
,Murphy's Petrel,Pétrel de Murphy,Pterodroma ultima,MUPE,3
,Mottled Petrel,Pétrel maculé,Pterodroma inexpectata,MOPE,2
,Bermuda Petrel,Pétrel des Bermudes,Pterodroma cahow,BEPE,3
,Black-capped Petrel,Pétrel diablotin,Pterodroma hasitata,BCPE,2
,Juan Fernandez Petrel,Pétrel de Juan Fernandez,Pterodroma externa,JFPE,3
,Hawaiian Petrel,Pétrel des Hawaï,Pterodroma sandwichensis,HAPE,3
,White-necked Petrel,Pétrel à col blanc,Pterodroma cervicalis,WNPE,3
,Bonin Petrel,Pétrel des Bonin,Pterodroma hypoleuca,BOPE,3
,Black-winged Petrel,Pétrel à ailes noires,Pterodroma nigripennis,BWPE,3
,Fea's Petrel,Pétrel gongon,Pterodroma feae,FEPE,3
,Zino's Petrel,Pétrel de Madère,Pterodroma madeira,ZIPE,5
,Cook's Petrel,Pétrel de Cook,Pterodroma cookii,COPE,3
,Stejneger's Petrel,Pétrel de Stejneger,Pterodroma longirostris,STPE,4
,Tahiti Petrel,Pétrel de Tahiti,Pseudobulweria rostrata,TAPE,5
,Bulwer's Petrel,Pétrel de Bulwer,Bulweria bulwerii,BUPE,3
,Jouanin's Petrel,Pétrel de Jouanin,Bulweria fallax,JOPE,5
,White-chinned Petrel,Puffin à menton blanc,Procellaria aequinoctialis,WCPE,5
,Parkinson's Petrel,Puffin de Parkinson,Procellaria parkinsoni,PAPE,5
,Streaked Shearwater,Puffin leucomèle,Calonectris leucomelas,STRS,4
,Cory's Shearwater,Puffin cendré,Calonectris diomedea,CORS,1
,Cape Verde Shearwater,Puffin du Cap-Vert,Calonectris edwardsii,CVSH,5
,Wedge-tailed Shearwater,Puffin fouquet,Ardenna pacifica,WTSH,2
,Buller's Shearwater,Puffin de Buller,Ardenna bulleri,BULS,2
,Short-tailed Shearwater,Puffin à bec grêle,Ardenna tenuirostris,STTS,2
,Sooty Shearwater,Puffin fuligineux,Ardenna grisea,SOSH,1
,Great Shearwater,Puffin majeur,Ardenna gravis,GRSH,1
,Pink-footed Shearwater,Puffin à pieds roses,Ardenna creatopus,PFSH,1
,Flesh-footed Shearwater,Puffin à pieds pâles,Ardenna carneipes,FFSH,3
,Christmas Shearwater,Puffin de la Nativité,Puffinus nativitatis,CHSH,3
,Manx Shearwater,Puffin des Anglais,Puffinus puffinus,MASH,2
,Newell's Shearwater,Puffin de Newell,Puffinus newelli,NESH,3
,Bryan's Shearwater,Puffin de Bryan,Puffinus bryani,BRYS,5
,Black-vented Shearwater,Puffin cul-noir,Puffinus opisthomelas,BVSH,2
,Audubon's Shearwater,Puffin d'Audubon,Puffinus lherminieri,AUSH,1
,Barolo Shearwater,Puffin de Macaronésie,Puffinus baroli,BASH,4
Storks (Ciconiidae),,,,,
,Jabiru,Jabiru d'Amérique,Jabiru mycteria,JABI,4
,Wood Stork,Tantale d'Amérique,Mycteria americana,WOST,1
Frigatebirds (Fregatidae),,,,,
,Lesser Frigatebird,Frégate ariel,Fregata ariel,LEFR,4
,Magnificent Frigatebird,Frégate superbe,Fregata magnificens,MAFR,1
,Great Frigatebird,Frégate du Pacifique,Fregata minor,GREF,3
Boobies and Gannets (Sulidae),,,,,
,Masked Booby,Fou masqué,Sula dactylatra,MABO,3
,Nazca Booby,Fou de Grant,Sula granti,NABO,4
,Blue-footed Booby,Fou à pieds bleus,Sula nebouxii,BFBO,4
,Brown Booby,Fou brun,Sula leucogaster,BRBO,2
,Red-footed Booby,Fou à pieds rouges,Sula sula,RFBO,2
,Northern Gannet,Fou de Bassan,Morus bassanus,NOGA,1
Darters (Anhingidae),,,,,
,Anhinga,Anhinga d'Amérique,Anhinga anhinga,ANHI,1
Cormorants (Phalacrocoracidae),,,,,
,Brandt's Cormorant,Cormoran de Brandt,Phalacrocorax penicillatus,BRAC,1
,Red-faced Cormorant,Cormoran à face rouge,Phalacrocorax urile,RFCO,2
,Pelagic Cormorant,Cormoran pélagique,Phalacrocorax pelagicus,PECO,1
,Great Cormorant,Grand Cormoran,Phalacrocorax carbo,GRCO,1
,Double-crested Cormorant,Cormoran à aigrettes,Phalacrocorax auritus,DCCO,1
,Neotropic Cormorant,Cormoran vigua,Phalacrocorax brasilianus,NECO,1
Pelicans (Pelecanidae),,,,,
,American White Pelican,Pélican d'Amérique,Pelecanus erythrorhynchos,AWPE,1
,Brown Pelican,Pélican brun,Pelecanus occidentalis,BRPE,1
"Bitterns, Herons, and Allies (Ardeidae)",,,,,
,American Bittern,Butor d'Amérique,Botaurus lentiginosus,AMBI,1
,Yellow Bittern,Blongios de Chine,Ixobrychus sinensis,YEBI,5
,Least Bittern,Petit Blongios,Ixobrychus exilis,LEBI,1
,Bare-throated Tiger-Heron,Onoré du Mexique,Tigrisoma mexicanum,BTTH,5
,Great Blue Heron,Grand Héron,Ardea herodias,GBHE,1
,Gray Heron,Héron cendré,Ardea cinerea,GRAH,5
,Great Egret,Grande Aigrette,Ardea alba,GREG,1
,Intermediate Egret,Héron intermédiaire,Ardea intermedia,INEG,5
,Chinese Egret,Aigrette de Chine,Egretta eulophotes,CHEG,5
,Little Egret,Aigrette garzette,Egretta garzetta,LIEG,4
,Western Reef-Heron,Aigrette à gorge blanche,Egretta gularis,WERH,5
,Snowy Egret,Aigrette neigeuse,Egretta thula,SNEG,1
,Little Blue Heron,Aigrette bleue,Egretta caerulea,LBHE,1
,Tricolored Heron,Aigrette tricolore,Egretta tricolor,TRHE,1
,Reddish Egret,Aigrette roussâtre,Egretta rufescens,REEG,1
,Cattle Egret,Héron garde-boeufs,Bubulcus ibis,CAEG,1
,Chinese Pond-Heron,Crabier chinois,Ardeola bacchus,CHPH,5
,Green Heron,Héron vert,Butorides virescens,GRHE,1
,Black-crowned Night-Heron,Bihoreau gris,Nycticorax nycticorax,BCNH,1
,Yellow-crowned Night-Heron,Bihoreau violacé,Nyctanassa violacea,YCNH,1
Ibises and Spoonbills (Threskiornithidae),,,,,
,White Ibis,Ibis blanc,Eudocimus albus,WHIB,1
,Scarlet Ibis,Ibis rouge,Eudocimus ruber,SCIB,5
,Glossy Ibis,Ibis falcinelle,Plegadis falcinellus,GLIB,1
,White-faced Ibis,Ibis à face blanche,Plegadis chihi,WFIB,1
,Roseate Spoonbill,Spatule rosée,Platalea ajaja,ROSP,1
New World Vultures (Cathartidae),,,,,
,California Condor,Condor de Californie,Gymnogyps californianus,CACO,2
,Black Vulture,Urubu noir,Coragyps atratus,BLVU,1
,Turkey Vulture,Urubu à tête rouge,Cathartes aura,TUVU,1
Ospreys (Pandionidae),,,,,
,Osprey,Balbuzard pêcheur,Pandion haliaetus,OSPR,1
"Hawks, Kites, Eagles, and Allies (Accipitridae)",,,,,
,White-tailed Kite,Élanion à queue blanche,Elanus leucurus,WTKI,1
,Hook-billed Kite,Bec-en-croc de Temminck,Chondrohierax uncinatus,HBKI,3
,Swallow-tailed Kite,Naucler à queue fourchue,Elanoides forficatus,STKI,1
,Golden Eagle,Aigle royal,Aquila chrysaetos,GOEA,1
,Double-toothed Kite,Harpage bidenté,Harpagus bidentatus,DTKI,5
,Northern Harrier,Busard des marais,Circus hudsonius,NOHA,1
,Chinese Sparrowhawk,Épervier de Horsfield,Accipiter soloensis,CHIS,5
,Sharp-shinned Hawk,Épervier brun,Accipiter striatus,SSHA,1
,Cooper's Hawk,Épervier de Cooper,Accipiter cooperii,COHA,1
,Northern Goshawk,Autour des palombes,Accipiter gentilis,NOGO,1
,Black Kite,Milan noir,Milvus migrans,BLAK,5
,Bald Eagle,Pygargue à tête blanche,Haliaeetus leucocephalus,BAEA,1
,White-tailed Eagle,Pygargue à queue blanche,Haliaeetus albicilla,WTEA,4
,Steller's Sea-Eagle,Pygargue empereur,Haliaeetus pelagicus,STSE,4
,Mississippi Kite,Milan du Mississippi,Ictinia mississippiensis,MIKI,1
,Crane Hawk,Buse échasse,Geranospiza caerulescens,CRHA,5
,Snail Kite,Milan des marais,Rostrhamus sociabilis,SNKI,2
,Common Black Hawk,Buse noire,Buteogallus anthracinus,COBH,2
,Great Black Hawk,Buse urubu,Buteogallus urubitinga,GBHA,5
,Roadside Hawk,Buse à gros bec,Rupornis magnirostris,ROHA,4
,Harris's Hawk,Buse de Harris,Parabuteo unicinctus,HASH,1
,White-tailed Hawk,Buse à queue blanche,Geranoaetus albicaudatus,WTHA,2
,Gray Hawk,Buse grise,Buteo plagiatus,GRHA,2
,Red-shouldered Hawk,Buse à épaulettes,Buteo lineatus,RSHA,1
,Broad-winged Hawk,Petite Buse,Buteo platypterus,BWHA,1
,Hawaiian Hawk,Buse d'Hawaï,Buteo solitarius,HAWH,2
,Short-tailed Hawk,Buse à queue courte,Buteo brachyurus,STHA,2
,Swainson's Hawk,Buse de Swainson,Buteo swainsoni,SWHA,1
,Zone-tailed Hawk,Buse à queue barrée,Buteo albonotatus,ZTHA,2
,Red-tailed Hawk,Buse à queue rousse,Buteo jamaicensis,RTHA,1
,Rough-legged Hawk,Buse pattue,Buteo lagopus,RLHA,1
,Ferruginous Hawk,Buse rouilleuse,Buteo regalis,FEHA,1
,Long-legged Buzzard,Buse féroce,Buteo rufinus,LLBU,5
Barn Owls (Tytonidae),,,,,
,Barn Owl,Effraie des clochers,Tyto alba,BANO,1
Typical Owls (Strigidae),,,,,
,Oriental Scops-Owl,Petit-duc d'Orient,Otus sunia,ORSO,5
,Flammulated Owl,Petit-duc nain,Psiloscops flammeolus,FLOW,2
,Whiskered Screech-Owl,Petit-duc à moustaches,Megascops trichopsis,WHSO,2
,Western Screech-Owl,Petit-duc des montagnes,Megascops kennicottii,WESO,1
,Eastern Screech-Owl,Petit-duc maculé,Megascops asio,EASO,1
,Great Horned Owl,Grand-duc d'Amérique,Bubo virginianus,GHOW,1
,Snowy Owl,Harfang des neiges,Bubo scandiacus,SNOW,2
,Northern Hawk Owl,Chouette épervière,Surnia ulula,NHOW,2
,Northern Pygmy-Owl,Chevêchette naine,Glaucidium gnoma,NOPO,2
,Ferruginous Pygmy-Owl,Chevêchette brune,Glaucidium brasilianum,FEPO,3
,Elf Owl,Chevêchette des saguaros,Micrathene whitneyi,ELOW,2
,Burrowing Owl,Chevêche des terriers,Athene cunicularia,BUOW,1
,Mottled Owl,Chouette mouchetée,Ciccaba virgata,MOOW,5
,Spotted Owl,Chouette tachetée,Strix occidentalis,SPOW,2
,Barred Owl,Chouette rayée,Strix varia,BADO,1
,Great Gray Owl,Chouette lapone,Strix nebulosa,GGOW,2
,Long-eared Owl,Hibou moyen-duc,Asio otus,LEOW,2
,Stygian Owl,Hibou maître-bois,Asio stygius,STOW,5
,Short-eared Owl,Hibou des marais,Asio flammeus,SEOW,1
,Boreal Owl,Nyctale de Tengmalm,Aegolius funereus,BOOW,2
,Northern Saw-whet Owl,Petite Nyctale,Aegolius acadicus,NSWO,2
,Northern Boobook,Ninoxe boréale,Ninox japonica,NOBB,5
Trogons (Trogonidae),,,,,
,Elegant Trogon,Trogon élégant,Trogon elegans,ELTR,2
,Eared Quetzal,Quetzal oreillard,Euptilotis neoxenus,EAQU,4
Hoopoes (Upupidae),,,,,
,Eurasian Hoopoe,Huppe fasciée,Upupa epops,EHOO,5
Kingfishers (Alcedinidae),,,,,
,Ringed Kingfisher,Martin-pêcheur à ventre roux,Megaceryle torquata,RIKI,2
,Belted Kingfisher,Martin-pêcheur d'Amérique,Megaceryle alcyon,BEKI,1
,Amazon Kingfisher,Martin-pêcheur d'Amazonie,Chloroceryle amazona,AMKI,5
,Green Kingfisher,Martin-pêcheur vert,Chloroceryle americana,GKIN,2
Woodpeckers and Allies (Picidae),,,,,
,Eurasian Wryneck,Torcol fourmilier,Jynx torquilla,EUWR,5
,Lewis's Woodpecker,Pic de Lewis,Melanerpes lewis,LEWO,1
,Red-headed Woodpecker,Pic à tête rouge,Melanerpes erythrocephalus,RHWO,1
,Acorn Woodpecker,Pic glandivore,Melanerpes formicivorus,ACWO,1
,Gila Woodpecker,Pic des saguaros,Melanerpes uropygialis,GIWO,1
,Golden-fronted Woodpecker,Pic à front doré,Melanerpes aurifrons,GFWO,1
,Red-bellied Woodpecker,Pic à ventre roux,Melanerpes carolinus,RBWO,1
,Williamson's Sapsucker,Pic de Williamson,Sphyrapicus thyroideus,WISA,1
,Yellow-bellied Sapsucker,Pic maculé,Sphyrapicus varius,YBSA,1
,Red-naped Sapsucker,Pic à nuque rouge,Sphyrapicus nuchalis,RNSA,1
,Red-breasted Sapsucker,Pic à poitrine rouge,Sphyrapicus ruber,RBSA,1
,American Three-toed Woodpecker,Pic à dos rayé,Picoides dorsalis,ATTW,2
,Black-backed Woodpecker,Pic à dos noir,Picoides arcticus,BBWO,2
,Great Spotted Woodpecker,Pic épeiche,Dendrocopos major,GSWO,4
,Downy Woodpecker,Pic mineur,Dryobates pubescens,DOWO,1
,Nuttall's Woodpecker,Pic de Nuttall,Dryobates nuttallii,NUWO,1
,Ladder-backed Woodpecker,Pic arlequin,Dryobates scalaris,LBWO,1
,Red-cockaded Woodpecker,Pic à face blanche,Dryobates borealis,RCWO,2
,Hairy Woodpecker,Pic chevelu,Dryobates villosus,HAWO,1
,White-headed Woodpecker,Pic à tête blanche,Dryobates albolarvatus,WHWO,1
,Arizona Woodpecker,Pic d'Arizona,Dryobates arizonae,ARWO,2
,Northern Flicker,Pic flamboyant,Colaptes auratus,NOFL,1
,Gilded Flicker,Pic chrysoïde,Colaptes chrysoides,GIFL,2
,Pileated Woodpecker,Grand Pic,Dryocopus pileatus,PIWO,1
,Ivory-billed Woodpecker,Pic à bec ivoire,Campephilus principalis,IBWO,6
Caracaras and Falcons (Falconidae),,,,,
,Collared Forest-Falcon,Carnifex à collier,Micrastur semitorquatus,COFF,5
,Crested Caracara,Caracara du Nord,Caracara cheriway,CRCA,2
,Eurasian Kestrel,Faucon crécerelle,Falco tinnunculus,EUKE,4
,American Kestrel,Crécerelle d'Amérique,Falco sparverius,AMKE,1
,Red-footed Falcon,Faucon kobez,Falco vespertinus,RFFA,5
,Merlin,Faucon émerillon,Falco columbarius,MERL,1
,Eurasian Hobby,Faucon hobereau,Falco subbuteo,EHOB,4
,Aplomado Falcon,Faucon aplomado,Falco femoralis,APFA,3
,Gyrfalcon,Faucon gerfaut,Falco rusticolus,GYRF,2
,Peregrine Falcon,Faucon pèlerin,Falco peregrinus,PEFA,1
,Prairie Falcon,Faucon des prairies,Falco mexicanus,PRFA,1
"Parakeets, Macaws, and Parrots (Psittacidae)",,,,,
,Monk Parakeet,Conure veuve,Myiopsitta monachus,MOPA,2
,Carolina Parakeet,Conure de Caroline,Conuropsis carolinensis,CAPA,6
,Nanday Parakeet,Conure nanday,Aratinga nenday,NAPA,2
,Green Parakeet,Conure verte,Psittacara holochlorus,GREP,2
,Mitred Parakeet,Conure mitrée,Psittacara mitratus,MIPA,2
,Thick-billed Parrot,Conure à gros bec,Rhynchopsitta pachyrhyncha,TBPA,5
,White-winged Parakeet,Toui à ailes variées,Brotogeris versicolurus,WWPA,2
,Yellow-chevroned Parakeet,Toui à ailes jaunes,Brotogeris chiriri,YCPA,2
,Red-crowned Parrot,Amazone à joues vertes,Amazona viridigenalis,RCPA,2
"Lories, Lovebirds, and Australasian Parrots (Psittaculidae)",,,,,
,Rose-ringed Parakeet,Perruche à collier,Psittacula krameri,RRPA,2
,Rosy-faced Lovebird,Inséparable rosegorge,Agapornis roseicollis,RFLO,2
"Becards, Tityras, and Allies (Tityridae)",,,,,
,Masked Tityra,Tityre masqué,Tityra semifasciata,MATI,5
,Gray-collared Becard,Bécarde du Mexique,Pachyramphus major,GCBE,5
,Rose-throated Becard,Bécarde à gorge rose,Pachyramphus aglaiae,RTBE,3
Tyrant Flycatchers (Tyrannidae),,,,,
,Northern Beardless-Tyrannulet,Tyranneau imberbe,Camptostoma imberbe,NOBT,2
,Greenish Elaenia,Élénie verdâtre,Myiopagis viridicata,GREL,5
,White-crested Elaenia,Élénie à cimier blanc,Elaenia albiceps,WCEL,5
,Dusky-capped Flycatcher,Tyran olivâtre,Myiarchus tuberculifer,DCFL,2
,Ash-throated Flycatcher,Tyran à gorge cendrée,Myiarchus cinerascens,ATFL,1
,Nutting's Flycatcher,Tyran de Nutting,Myiarchus nuttingi,NUFL,4
,Great Crested Flycatcher,Tyran huppé,Myiarchus crinitus,GCFL,1
,Brown-crested Flycatcher,Tyran de Wied,Myiarchus tyrannulus,BCFL,1
,La Sagra's Flycatcher,Tyran de La Sagra,Myiarchus sagrae,LSFL,3
,Great Kiskadee,Tyran quiquivi,Pitangus sulphuratus,GKIS,2
,Social Flycatcher,Tyran sociable,Myiozetetes similis,SOFL,5
,Sulphur-bellied Flycatcher,Tyran tigré,Myiodynastes luteiventris,SBFL,2
,Piratic Flycatcher,Tyran pirate,Legatus leucophaius,PIRF,4
,Variegated Flycatcher,Tyran tacheté,Empidonomus varius,VAFL,4
,Crowned Slaty Flycatcher,Tyran oriflamme,Empidonomus aurantioatrocristatus,CSFL,5
,Tropical Kingbird,Tyran mélancolique,Tyrannus melancholicus,TRKI,2
,Couch's Kingbird,Tyran de Couch,Tyrannus couchii,COKI,2
,Cassin's Kingbird,Tyran de Cassin,Tyrannus vociferans,CAKI,1
,Thick-billed Kingbird,Tyran à bec épais,Tyrannus crassirostris,TBKI,2
,Western Kingbird,Tyran de l'Ouest,Tyrannus verticalis,WEKI,1
,Eastern Kingbird,Tyran tritri,Tyrannus tyrannus,EAKI,1
,Gray Kingbird,Tyran gris,Tyrannus dominicensis,GRAK,2
,Loggerhead Kingbird,Tyran tête-police,Tyrannus caudifasciatus,LOKI,5
,Scissor-tailed Flycatcher,Tyran à longue queue,Tyrannus forficatus,STFL,1
,Fork-tailed Flycatcher,Tyran des savanes,Tyrannus savana,FTFL,3
,Tufted Flycatcher,Moucherolle huppé,Mitrephanes phaeocercus,TUFL,4
,Olive-sided Flycatcher,Moucherolle à côtés olive,Contopus cooperi,OSFL,1
,Greater Pewee,Moucherolle de Coues,Contopus pertinax,GRPE,2
,Western Wood-Pewee,Pioui de l'Ouest,Contopus sordidulus,WEWP,1
,Eastern Wood-Pewee,Pioui de l'Est,Contopus virens,EAWP,1
,Cuban Pewee,Moucherolle tête-fou,Contopus caribaeus,CUPE,5
,Yellow-bellied Flycatcher,Moucherolle à ventre jaune,Empidonax flaviventris,YBFL,1
,Acadian Flycatcher,Moucherolle vert,Empidonax virescens,ACFL,1
,Alder Flycatcher,Moucherolle des aulnes,Empidonax alnorum,ALFL,1
,Willow Flycatcher,Moucherolle des saules,Empidonax traillii,WIFL,1
,Least Flycatcher,Moucherolle tchébec,Empidonax minimus,LEFL,1
,Hammond's Flycatcher,Moucherolle de Hammond,Empidonax hammondii,HAFL,1
,Gray Flycatcher,Moucherolle gris,Empidonax wrightii,GRFL,1
,Dusky Flycatcher,Moucherolle sombre,Empidonax oberholseri,DUFL,1
,Pine Flycatcher,Moucherolle des pins,Empidonax affinis,PINF,5
,Pacific-slope Flycatcher,Moucherolle côtier,Empidonax difficilis,PSFL,1
,Cordilleran Flycatcher,Moucherolle des ravins,Empidonax occidentalis,COFL,1
,Buff-breasted Flycatcher,Moucherolle beige,Empidonax fulvifrons,BBFL,2
,Black Phoebe,Moucherolle noir,Sayornis nigricans,BLPH,1
,Eastern Phoebe,Moucherolle phébi,Sayornis phoebe,EAPH,1
,Say's Phoebe,Moucherolle à ventre roux,Sayornis saya,SAPH,1
,Vermilion Flycatcher,Moucherolle vermillon,Pyrocephalus rubinus,VEFL,1
Shrikes (Laniidae),,,,,
,Brown Shrike,Pie-grièche brune,Lanius cristatus,BROS,4
,Red-backed Shrike,Pie-grièche écorcheur,Lanius collurio,RBSH,5
,Loggerhead Shrike,Pie-grièche migratrice,Lanius ludovicianus,LOSH,1
,Northern Shrike,Pie-grièche boréale,Lanius borealis,NSHR,1
Vireos (Vireonidae),,,,,
,Black-capped Vireo,Viréo à tête noire,Vireo atricapilla,BCVI,2
,White-eyed Vireo,Viréo aux yeux blancs,Vireo griseus,WEVI,1
,Thick-billed Vireo,Viréo à bec fort,Vireo crassirostris,TBVI,4
,Cuban Vireo,Viréo de Cuba,Vireo gundlachii,CUVI,5
,Bell's Vireo,Viréo de Bell,Vireo bellii,BEVI,1
,Gray Vireo,Viréo gris,Vireo vicinior,GRVI,2
,Hutton's Vireo,Viréo de Hutton,Vireo huttoni,HUVI,1
,Yellow-throated Vireo,Viréo à gorge jaune,Vireo flavifrons,YTVI,1
,Cassin's Vireo,Viréo de Cassin,Vireo cassinii,CAVI,1
,Blue-headed Vireo,Viréo à tête bleue,Vireo solitarius,BHVI,1
,Plumbeous Vireo,Viréo plombé,Vireo plumbeus,PLVI,1
,Philadelphia Vireo,Viréo de Philadelphie,Vireo philadelphicus,PHVI,1
,Warbling Vireo,Viréo mélodieux,Vireo gilvus,WAVI,1
,Red-eyed Vireo,Viréo aux yeux rouges,Vireo olivaceus,REVI,1
,Yellow-green Vireo,Viréo jaune-verdâtre,Vireo flavoviridis,YGVI,3
,Black-whiskered Vireo,Viréo à moustaches,Vireo altiloquus,BWVI,2
,Yucatan Vireo,Viréo du Yucatan,Vireo magister,YUVI,5
Jays and Crows (Corvidae),,,,,
,Canada Jay,Mésangeai du Canada,Perisoreus canadensis,CAJA,1
,Brown Jay,Geai enfumé,Psilorhinus morio,BRJA,4
,Green Jay,Geai vert,Cyanocorax yncas,GRJA,2
,Pinyon Jay,Geai des pinèdes,Gymnorhinus cyanocephalus,PIJA,1
,Steller's Jay,Geai de Steller,Cyanocitta stelleri,STJA,1
,Blue Jay,Geai bleu,Cyanocitta cristata,BLJA,1
,Florida Scrub-Jay,Geai à gorge blanche,Aphelocoma coerulescens,FLSJ,2
,Island Scrub-Jay,Geai de Santa Cruz,Aphelocoma insularis,ISSJ,2
,California Scrub-Jay,Geai buissonnier,Aphelocoma californica,CASJ,1
,Woodhouse's Scrub-Jay,Geai de Woodhouse,Aphelocoma woodhouseii,WOSJ,1
,Mexican Jay,Geai du Mexique,Aphelocoma wollweberi,MEJA,2
,Clark's Nutcracker,Cassenoix d'Amérique,Nucifraga columbiana,CLNU,1
,Black-billed Magpie,Pie d'Amérique,Pica hudsonia,BBMA,1
,Yellow-billed Magpie,Pie à bec jaune,Pica nuttalli,YBMA,2
,Eurasian Jackdaw,Choucas des tours,Corvus monedula,EUJA,4
,American Crow,Corneille d'Amérique,Corvus brachyrhynchos,AMCR,1
