,hotspot_id,lon,lat
227,L294440,-72.5566024,41.2636384
228,L796893,-122.00901029999999,38.4945782
229,L123123,-80.833145,25.322954
230,L805096,-71.0225773,41.51298
231,L6788805,-117.20927240000002,45.4442652
232,L1841589,-87.8038373,42.0068881
233,L2724302,-73.8138199,41.1067994
234,L7018790,-97.4576247,37.7339668
235,L651687,-78.0070277,40.4310808
236,L373931,-121.38104080000001,38.566232899999996
237,L2422469,-74.4843478,39.9672963
238,L636248,-80.79782370000002,25.2538952
239,L508481,-80.4324961,27.796034000000002
240,L128978,-109.02339939999999,31.3661995
241,L497666,-119.22569270000001,38.297750799999996
242,L1054964,-81.662879,41.4304523
243,L1003485,-122.3872769,37.6480953
244,L148362,-81.4251633,28.644792600000002
245,L2271195,-105.3884554,39.5174412
246,L1398219,-87.8014121,43.862983
247,L276900,-83.4516057,42.5287381
248,L3088541,-84.5931923,39.2332798
249,L2742782,-94.7273397,31.373901399999998
250,L374130,-97.399174,27.791317
251,L1436170,-68.18875059999999,44.320651
252,L897271,-83.4400892,42.669026
253,L860204,-100.7439423,30.615828600000004
254,L829905,-76.8962502,40.0675955
255,L2974617,-75.5966663,40.5616776
256,L807526,-77.1704578,43.2821261
257,L5415453,-73.8739237,40.7772619
258,L752245,-73.0878913,44.1716078
259,L295692,-89.1945219,37.6042906
260,L651559,-77.8132439,42.880744299999996
261,L3523412,-94.0947744,33.5191413
262,L1398945,-78.2757176,36.6151971
263,L1448025,-73.09997800000002,44.18191510000001
264,L127348,-82.4433,27.334
265,L1841416,-84.40321490000002,42.1901847
266,L1472417,-72.1516797,43.888776899999996
267,L342119,-104.913758,39.874702
268,L881997,-71.0306883,42.37553920000001
269,L8127322,-74.7558153,40.6564364
270,L1607961,-83.23625679999998,42.704621
271,L224286,-77.1198104,39.1028755
272,L168438,-87.50564,40.9876
273,L515636,-106.281116,40.731291399999996
274,L2927714,-72.0111517,41.0086886
275,L982211,-117.80343529999999,34.3682716
276,L504106,-75.1578355,38.1979474
277,L3913453,-90.03248959999998,35.3439226
278,L3323055,-88.4888729,43.111265700000004
279,L4295786,-84.2692566,39.1651393
280,L152607,-88.2555,42.015
281,L231741,-76.8851503,40.31411470000001
282,L8063847,-74.4329944,40.525087299999996
283,L2211366,-116.8565297,32.8283255
284,L6292626,-111.05176809999999,45.6664032
285,L5174999,-119.823793,34.422712
286,L2309929,-122.1217489,42.9106118
287,L381261,-122.5384998,37.8502558
288,L2305194,-73.9629865,40.8519622
289,L1021141,-80.3390694,36.1780162
290,L455515,-71.18745799999998,42.565598
291,L3627383,-73.3563137,41.1179006
292,L269462,-122.3477372,47.5628206
293,L3255803,-115.07374579999998,36.0438334
294,L711849,-119.78835579999999,38.7247467
295,L2086757,-92.84185409999999,44.8337174
296,L2966854,-73.5567627,43.2425512
297,L797634,-70.7080078,42.9805395
298,L910129,-76.9051686,40.3844644
299,L228267,-88.6309469,30.566390999999996
300,L391626,-89.4136906,41.024074799999994
301,L877133,-70.9587622,41.8950579
302,L726833,-119.1912532,48.655493799999995
303,L468284,-111.1375237,33.685782
304,L279909,-96.107,29.935
305,L6708333,-121.7009125,38.618775
306,L1084260,-76.2669182,40.3788515
307,L169850,-72.45381,42.833847
308,L453840,-70.223794,43.8575464
309,L2816063,-115.273726,36.1950749
310,L142719,-87.1967468,30.417419399999996
311,L2188165,-77.4695832,39.0904505
312,L10310545,-69.98854,41.782876
313,L2416352,-123.14430729999998,44.1879148
314,L2153413,-105.53559059999999,39.8171323
315,L1407164,-111.90848490000002,40.461152899999995
316,L2060698,-80.42726040000002,41.2921892
317,L8370067,-122.3873393,37.66693
318,L5812215,-73.3028605,41.12452070000001
319,L2411652,-82.4223089,43.0048354
320,L200056,-82.0476616,28.480031
321,L3175767,-88.0138078,42.3698746
322,L268114,-110.8801067,31.725151399999998
323,L2360177,-121.80863319999999,39.7455597
324,L3000499,-120.51995520000001,47.538801899999996
325,L1989447,-117.12418740000001,32.543471399999994
326,L4493902,-77.1472836,40.135445399999995
327,L1533887,-81.402857,28.354812
328,L1276434,-81.42654420000002,30.435353999999997
329,L247338,-82.7751357,27.9158428
330,L129033,-110.6921005,32.337101000000004
331,L191064,-117.61906189999999,33.709578799999996
332,L1434568,-95.9769696,36.8873763
333,L673585,-74.70536290000003,39.1072112
334,L356583,-77.930099,37.5454044
335,L1290927,-77.61312679999997,41.0475762
336,L956797,-68.3345959,44.4087829
337,L1289304,-77.1363643,35.027144899999996
338,L277309,-101.80735159999999,33.5632959
339,L2127861,-80.7520705,41.303627899999995
340,L3645962,-79.20084179999998,41.3268816
341,L4063589,-85.57857690000002,35.8892152
342,L1191671,-117.23884109999999,33.411024499999996
343,L4421248,-87.51998329999998,38.1121624
344,L5185630,-120.84791809999999,35.3192044
345,L844420,-122.19878200000001,48.5237107
346,L1672523,-113.98427009999999,46.7087354
347,L802669,-117.1580422,32.731398
348,L742902,-124.1309595,43.9738597
349,L2999612,-118.45235819999999,33.96317020000001
350,L99389,-76.73999549999998,42.99396779999999
351,L1210098,-112.2407765,41.054726
352,L663842,-86.30305770000002,34.3566873
353,L887241,-94.65423349999999,38.402251799999995
354,L636183,-88.5466814,42.870132299999995
355,L476793,-95.5872345,30.5290711
356,L1157115,-111.75765039999999,40.1367266
357,L1080028,-75.0714684,38.629175399999994
358,L1194645,-76.1201477,35.9827292
359,L593491,-120.1496601,39.3778335
360,L3655184,-84.204695,39.803098
361,L916068,-76.5054578,42.282873200000004
362,L6341510,-74.0427876,40.7110282
363,L4144807,-86.35621400000002,41.554281
364,L1020146,-74.8026359,41.7614795
365,L2397901,-115.1393366,36.1058195
366,L596716,-82.43153570000003,35.6088129
367,L2089037,-122.51489640000001,38.3596955
368,L300493,-79.047849,42.6911725
369,L3074637,-122.7160889,38.4832527
370,L493036,-123.22700139999999,44.62370900000001
371,L1313342,-72.94149399999998,41.3319669
372,L860206,-83.45353890000001,43.1151194
373,L939309,-123.2205963,47.31950870000001
374,L2322380,-122.66473529999999,37.9063632
375,L293897,-74.465942,43.978919399999995
376,L589808,-80.066911,40.92110510000001
377,L945664,-81.3591886,41.5957716
378,L1600122,-87.1177215,39.006847
379,L442903,-77.0560455,43.1505969
380,L1804586,-90.98417099999999,47.4872125
381,L233493,-107.7153254,38.5811339
382,L285720,-104.45835109999999,38.5471585
383,L4678233,-93.46319749999999,44.886109499999996
384,L336023,-88.007226,41.7282643
385,L166564,-90.945175,46.58829
386,L5237123,-81.1482382,34.078185
387,L870187,-123.23707579999999,44.7816523
388,L387457,-83.5254822,42.2128989
389,L4641291,-89.8508692,35.1260162
390,L898742,-106.87755349999999,33.8071442
391,L1042401,-121.35440109999999,38.571286900000004
392,L6188602,-83.88622,32.2915949
393,L1759932,-90.2422536,34.9476333
394,L478948,-75.25926590000002,38.8536119
395,L6763354,-73.5370828,42.02248
396,L743485,-86.33552309999996,43.2460624
397,L2511477,-73.5820591,41.0011319
398,L5790797,-77.7365595,39.47434060000001
399,L446562,-75.1058006,38.341858200000004
400,L212878,-70.8624703,43.1454347
401,L4355354,-81.8755352,26.5198636
402,L4831335,-83.63717790000003,41.6515592
403,L1171960,-93.6696911,41.720785299999996
404,L211855,-111.9615605,39.494776
405,L868283,-118.35115309999999,33.72823020000001
406,L9270363,-97.6569321,30.562293699999998
407,L499668,-122.4367368,48.2633127
408,L477086,-82.6587296,36.2093771
409,L674466,-89.51498149999998,42.9998138
410,L1897302,-70.71787590000002,43.0394679
411,L864791,-124.31064609999999,42.068482
412,L718586,-78.7725,38.2578
413,L302165,-122.2020435,37.3173969
414,L2865928,-73.2632673,40.6469348
415,L1429699,-113.97385829999999,46.862266
416,L772971,-87.9625082,42.9253516
417,L701047,-121.73139099999999,36.6269836
418,L488017,-92.5994468,47.1684332
419,L224969,-89.2319311,38.8012056
420,L1301751,-71.8999386,41.0548256
421,L446998,-76.6443157,39.3846668
422,L851624,-74.9508837,38.9786339
423,L8085313,-122.522101,45.665046000000004
424,L4902044,-77.61127490000001,42.7627067
425,L695771,-71.3970566,41.4878775
426,L323556,-91.5547167,40.429675
427,L233491,-108.05852040000002,39.0321531
428,L4731430,-74.55058120000002,41.0518903
429,L6487085,-117.2807693,33.0321309
430,L164839,-89.86709,40.393044
431,L2319562,-80.0545406,40.3683893
432,L159277,-75.9108,36.668
433,L578605,-81.8897295,26.9746233
434,L813105,-122.76568290000002,38.439808299999996
435,L2424913,-122.30757240000001,38.9084669
436,L2574456,-72.5747502,42.5794305
437,L683536,-118.66109850000001,34.8566367
438,L10984924,-95.940761,29.931299
439,L212250,-76.3754458,42.5066218
440,L12539862,-77.375045,38.658091
441,L4349596,-81.75570490000001,38.9432467
442,L1522155,-121.78259969999999,36.88559
443,L990111,-88.0786,41.85634
444,L2589166,-81.898452,26.480013399999997
445,L2128053,-99.0421772,29.705051899999997
446,L1126198,-88.4262085,40.1824734
447,L278017,-104.6599819,36.5790705
448,L3815484,-93.8238001,41.735029299999994
449,L1523341,-90.2994595,38.2703188
450,L2438988,-77.325232,38.932749
451,L123082,-73.37334770000002,43.62540300000001
452,L4675119,-88.50784399999998,43.16526500000001
453,L2616847,-88.18462729999996,30.7000915
454,L9764634,-83.1923083,41.6084105
455,L619806,-81.51,41.228
456,L1960167,-72.6159811,43.731352
457,L2031768,-71.59709570000003,44.440462
458,L299230,-92.46630329999999,44.0213494
459,L211914,-74.7912741,39.0365891
460,L902289,-81.6531801,36.208044
461,L916467,-90.4988694,42.7292981
462,L2485231,-86.049337,42.839506
463,L1536825,-121.38,37.4233
464,L294523,-76.482475,42.4474972
465,L2965295,-84.3799782,33.9804493
466,L598607,-84.8204184,34.1215752
467,L5643565,-80.2504331,26.0722603
468,L573446,-119.77977279999999,38.9861336
469,L731078,-70.8639407,42.2169652
470,L1090218,-114.57195279999999,35.231248
471,L273304,-75.9170911,43.9906455
472,L285821,-83.34750670000003,41.683808299999995
473,L479986,-76.29984499999998,43.2277528
474,L2690696,-89.3277556,30.3024402
475,L2304589,-91.38346999999999,40.8187
476,L818547,-110.19407269999999,34.9194375
477,L326006,-82.7569444,35.4255556
478,L457048,-72.28660579999998,42.5745739
479,L1286709,-87.9118145,30.5246691
480,L994839,-76.349244,40.234173
481,L1147928,-106.3027453,35.8808879
482,L6476120,-104.800601,38.8711888
483,L469297,-73.43493459999998,42.722803799999994
484,L6875752,-122.8929162,45.51876710000001
485,L1833748,-122.27049779999999,38.0378858
486,L2777764,-77.21247199999998,41.8720274
487,L1433304,-98.5813844,37.2972028
488,L463968,-120.4525352,37.3235013
489,L246772,-67.10082220000001,44.5017664
490,L690413,-81.7132509,25.9299508
491,L892347,-121.68890479999999,38.64774620000001
492,L351937,-80.800524,28.532239899999997
493,L1272232,-80.2365983,27.3381582
494,L967594,-83.105135,42.726713000000004
495,L457111,-122.06119540000002,36.9982342
496,L280343,-72.30455909999998,43.6681182
497,L958707,-117.85916090000002,33.8396591
498,L190797,-105.100746,40.01385
499,L886339,-82.115078,39.3257994
500,L474752,-116.26037120000001,43.6472866
501,L9210382,-83.2461517,42.5232295
502,L935063,-120.708375,46.8414658
503,L1307025,-112.74169920000001,46.27127479999999
504,L1833473,-111.65458390000002,35.2060045
505,L159276,-79.5106,37.5169
506,L1306426,-109.3438554,47.002543700000004
507,L784221,-124.0679061,40.901828200000004
508,L934596,-81.312089,41.3085029
509,L1763121,-84.4896005,42.235802299999996
510,L976281,-72.1187103,41.202544
511,L4184648,-71.3344002,42.206332700000004
512,L762344,-118.5666933,35.7281754
513,L1039327,-92.86347059999999,44.760419
514,L1335888,-75.8780395,40.1646108
515,L1439055,-76.7210965,39.8899866
516,L3192597,-119.7332203,39.4202899
517,L367729,-114.5646572,35.21610300000001
518,L3782033,-121.7796879,45.7080425
519,L3093413,-82.13027,28.328559999999996
520,L2170543,-122.5263119,45.5658546
521,L657034,-87.7629089,41.3940026
522,L1461902,-87.1135578,38.9967874
523,L3046715,-109.4845426,33.9660371
524,L3594591,-83.2382423,41.649974799999995
525,L1150366,-83.0137789,39.9979755
526,L2776037,-83.15370440000002,42.734688500000004
527,L11207178,-97.7893646,30.4680065
528,L511922,-87.56652829999999,44.1472323
529,L470285,-77.7941895,39.26096810000001
530,L7442369,-82.2949979,29.6221299
531,L779577,-103.5974693,43.7676229
532,L325058,-89.79897259999998,43.221430299999994
533,L127422,-80.1536322,25.7089712
534,L474356,-82.48801230000002,43.08857310000001
535,L1037593,-88.9307642,43.0787939
536,L9146383,-74.6374058,40.402457
537,L1924448,-112.07621699999999,41.287375
538,L491052,-116.8479466,33.0516051
539,L584304,-73.26722149999998,40.8249489
540,L385072,-74.2865467,40.6209237
541,L865373,-81.7378521,39.1164766
542,L128938,-110.9293064,32.4186422
543,L1333245,-82.3447828,33.7049011
544,L3455802,-85.6941533,42.46247320000001
545,L782186,-103.2626867,44.0739588
546,L421986,-87.9409218,42.913314899999996
547,L350189,-70.3889927,43.49643629999999
548,L268267,-87.89478000000004,43.01332
549,L158589,-111.9584,46.701
550,L5738285,-75.18324670000001,40.6693846
551,L5472128,-96.68440820000001,33.1856917
552,L2352674,-82.82342659999998,41.421555
553,L807899,-71.08514790000002,42.429016
554,L2468097,-79.788275,36.162898999999996
555,L469110,-71.8978713,41.0561521
556,L1910346,-98.0958509,29.9974252
557,L1441886,-74.53442109999997,40.9273034
558,L725066,-81.3544464,28.968949900000002
559,L5191166,-80.3189474,27.177761100000005
560,L462962,-71.8312311,44.023063799999996
561,L8957295,-82.23122590000001,26.86482980000001
562,L713864,-70.5039239,43.630903499999995
563,L479835,-104.7334814,39.8707826
564,L649790,-95.951325,41.389155
565,L2499020,-86.68772940000002,36.2915301
566,L502663,-121.9043101,36.621003200000004
567,L3124030,-118.61807579999999,34.22376129999999
568,L776836,-122.89398909999998,48.42218070000001
569,L4512729,-94.6133566,41.943531799999995
570,L207181,-91.40833,41.39477
571,L1044320,-106.6947944,35.1346021
572,L688663,-114.4706753,32.820505499999996
573,L4536617,-77.26987009999998,42.7608104
574,L1916119,-84.11480429999997,42.3218186
575,L1761768,-81.2835156,31.2927979
576,L878727,-124.1074687,44.310433700000004
577,L1099237,-81.3076344,28.4317663
578,L1829449,-88.7016795,39.4932341
579,L2665052,-109.92963999999999,40.34634000000001
580,L304999,-116.07893680000001,33.524829700000005
581,L684218,-118.28636170000001,34.0162419
582,L6272084,-73.11562679999999,40.9450855
583,L4927760,-122.69662140000001,47.697402000000004
584,L911113,-80.27433690000002,26.126738800000002
585,L123006,-77.45194000000002,43.17917
586,L998470,-122.13419440000001,37.4887844
587,L887708,-120.2857018,39.3224796
588,L484321,-120.8218378,35.33543320000001
589,L340510,-71.6699166,41.3637344
590,L847498,-123.41513159999998,46.9964705
591,L5181467,-116.36529920000001,36.4252191
592,L3301522,-121.27815659999999,39.2090299
593,L2528364,-122.499875,48.75415
594,L591742,-84.2707801,33.870558100000004
595,L2170004,-74.0572889,40.8076452
596,L323509,-94.5103996,36.99874060000001
597,L224113,-95.6603193,29.635545899999997
598,L1849345,-121.6884864,37.995892299999994
599,L1305844,-93.1633759,44.453342799999994
600,L1237754,-75.52203659999998,39.331227
601,L3155768,-73.68842640000003,40.644554299999996
602,L4531903,-86.46805379999998,42.1178315
603,L3502323,-121.77342649999999,36.5739319
604,L2767501,-88.8926661,35.9333977
605,L610738,-105.09766100000002,39.0901133
606,L1137401,-84.18728829999998,43.9493273
607,L3688489,-119.9065447,39.4805019
608,L879770,-76.1143005,39.8535996
609,L145063,-92.4569855,44.0329475
610,L301097,-88.3115162,43.0154468
611,L2859868,-117.58364440000001,47.0864987
612,L1452458,-82.8231702,34.355887700000004
613,L828578,-122.75578020000002,48.1136205
614,L225785,-70.4762099,41.76201010000001
615,L563858,-95.2211666,29.00438710000001
616,L2168110,-93.22813509999999,44.8273564
617,L1279950,-75.3534758,40.6733768
618,L1142056,-80.64823620000001,28.6784507
619,L906119,-112.9987031,45.1618835
620,L449294,-76.57917020000002,39.2625631
621,L2731920,-88.14461949999998,46.9668702
622,L4014731,-81.4198762,41.4174146
623,L4593466,-76.468731,37.423235999999996
624,L1056294,-81.3127971,27.3068077
625,L3961395,-85.572766,42.246248
626,L9748772,-89.60428780000002,44.4639185
627,L3590798,-80.256101,27.223912
628,L4548019,-79.79011240000001,36.177631700000006
629,L486914,-69.23721309999999,44.85197470000001
630,L899405,-94.358654,36.875363799999995
631,L357109,-70.9236145,42.2592705
632,L7670299,-122.196774,47.604543
633,L7582187,-87.84644370000002,42.8742501
634,L3547917,-75.6185532,39.5368145
635,L1162406,-96.1502838,41.2075115
636,L2412815,-71.8404579,42.2522189
637,L158888,-101.16625490000001,48.2074032
638,L109339,-117.8426814,33.6637274
639,L1237963,-76.133709,38.4490179
640,L3946323,-78.6227228,42.7463677
641,L404724,-73.9778137,41.3033448
642,L7136828,-87.070319,45.7203034
643,L787824,-75.4181385,40.0236545
644,L2884784,-93.18363190000001,45.096549100000004
645,L810887,-75.2854228,38.81617120000001
646,L1180802,-114.2179871,47.3304464
647,L654004,-77.9489422,43.3626297
648,L585099,-97.7274227,30.2765619
649,L612262,-76.7267454,39.228214200000004
650,L1058980,-111.47559640000001,45.90528
651,L370973,-124.1108108,40.8724421
652,L956925,-88.8995352,30.3937761
653,L1086365,-76.4885727,39.9724509
654,L422148,-81.7733002,28.748396600000003
655,L275794,-77.60215,43.25659
656,L1847188,-106.8253047,32.263765
657,L2074446,-95.01030949999999,29.586369
658,L1524203,-111.0806206,45.71749929999999
659,L820619,-117.3491442,33.170138699999995
660,L1419919,-76.1765195,35.4524568
661,L343338,-122.17,47.9988889
662,L2171768,-73.4858322,42.468045000000004
663,L507091,-89.6237183,43.290701399999996
664,L109135,-74.9608333,38.961388899999996
665,L469259,-82.5922751,36.226428999999996
666,L386779,-72.3503458,41.2856029
667,L2143927,-117.4596405,33.6726042
668,L446879,-78.6520672,39.701639799999995
669,L876120,-73.96635529999998,40.6596106
670,L676666,-76.6645288,38.51031270000001
671,L1177856,-73.84307790000003,40.6088594
672,L612510,-85.53528,42.98109
673,L10456467,-86.8422568,33.125610800000004
674,L4041236,-123.9695005,45.1436135
675,L276912,-89.5184898,45.8603685
676,L769130,-74.34559820000003,41.0585147
677,L524285,-76.72499659999998,39.38394260000001
678,L983859,-76.7287302,34.72732020000001
679,L867556,-117.2807062,32.830146500000005
680,L3089685,-70.9805042,42.3710911
681,L2840663,-75.705164,42.1436445
682,L1070149,-73.68386509999998,41.4201927
683,L1466542,-96.67370770000001,40.7901049
684,L387543,-111.95,33.4564
685,L152676,-87.8564,41.6411368
